,id,amount_tsh,date_recorded,funder,gps_height,installer,longitude,latitude,wpt_name,num_private,basin,subvillage,region,region_code,district_code,lga,ward,population,public_meeting,recorded_by,scheme_management,scheme_name,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group
27087,12572,0.0,2013-02-01,District Council,0,DWE,32.46027942,-3.58758893,Miembeni,0,Lake Tanganyika,Itinde,Shinyanga,17,3,Kahama,Chela,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
14274,70793,50.0,2013-02-01,Unicef,64,Unisef,40.11320885,-10.37909542,Kwa Mlongo Juma,0,Ruvuma / Southern Coast,Nyengedi,Mtwara,99,1,Mtwara Rural,Mayanga,100,True,GeoData Consultants Ltd,VWC,Mbawala chini water supply,True,1985,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
16740,57239,250.0,2013-02-01,Norad,1313,NORAD,30.09982263,-4.59930426,Kwa Panda,0,Lake Tanganyika,Mrambo,Kigoma,16,2,Kasulu,Rungwe Mpya,750,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1989,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
54604,52082,750.0,2013-02-01,Norad,1310,NORAD,30.1090154,-4.58759211,Kwa Sibonyi,0,Lake Tanganyika,Kibagwe,Kigoma,16,2,Kasulu,Rungwe Mpya,120,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1990,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
6958,12212,500.0,2013-02-01,Norad,1819,Norad,31.48404729,-7.88263284,Kwa Christopher,0,Lake Tanganyika,Kalemasha,Rukwa,15,4,Sumbawanga Urban,Ntendo,1500,True,GeoData Consultants Ltd,VWC,,True,1993,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
54719,57606,2500.0,2013-02-01,Tcrs,1180,TCRS,31.25953191,-6.29739015,Kwa Michael Bishanya,0,Lake Rukwa,Barabara 7,Rukwa,15,1,Mpanda,Katumba,500,True,GeoData Consultants Ltd,VWC,,True,1985,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
55841,69198,0.0,2013-02-01,Rwssp,0,DWE,0.0,-2e-08,Gasadi,0,Lake Victoria,Mwazena,Shinyanga,17,1,Bariadi,Nkololo,0,True,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
53359,32433,2500.0,2013-02-01,Tcrs,1182,TCRS,31.2647055,-6.28867613,Barabara 8,0,Lake Rukwa,Barabara 8,Rukwa,15,1,Mpanda,Katumba,150,True,GeoData Consultants Ltd,VWC,,True,1990,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
34742,36320,0.0,2013-02-01,,1549,,34.75521345,-5.00119652,Juma,0,Internal,P/Kask,Singida,13,2,Singida Rural,Puma,1,True,GeoData Consultants Ltd,VWC,P,,2010,submersible,submersible,submersible,vwc,user-group,unknown,unknown,unknown,unknown,unknown,unknown,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,non functional
29568,10810,750.0,2013-02-01,Norad,1324,NORAD,30.10581486,-4.58951249,Kwa Kabunda,0,Lake Tanganyika,Nyansha,Kigoma,16,2,Kasulu,Rungwe Mpya,50,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1990,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
22813,61542,100.0,2013-02-01,Norad,861,DWE,29.78663442,-4.98302868,Kwa Rashid,0,Lake Tanganyika,Kigoma,Kigoma,16,3,Kigoma Rural,Simbo,500,True,GeoData Consultants Ltd,VWC,Kaseke water project,True,1987,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair
36581,34471,0.0,2013-02-01,Dwsp,0,DWE,0.0,-2e-08,Cairo,0,Lake Victoria,Madukani,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,other,other,other,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
20881,26120,0.0,2013-02-01,Lga,380,LGA,39.12265528,-10.85353603,Mama Eric,0,Ruvuma / Southern Coast,Magomeni,Mtwara,90,33,Masasi,Lulindi,60,True,GeoData Consultants Ltd,VWC,,True,2003,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
19397,28612,0.0,2013-02-01,Norad,1821,Norad,31.59156627,-7.89883377,Kwa Kanjili,0,Lake Rukwa,Kachese,Rukwa,15,4,Sumbawanga Urban,Senga,300,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa senga,True,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
56619,60790,100.0,2013-02-01,Tasaf,356,TASAF,39.56519762,-10.6107902,Kisimani,0,Ruvuma / Southern Coast,Usalama,Mtwara,9,4,Tandahimba,Mkonjowano,682,True,GeoData Consultants Ltd,VWC,Rain Water Harvesting,False,2006,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,hand pump,hand pump,functional
38384,14502,150.0,2013-02-01,Norad,851,DWE,29.76824646,-4.96354805,Kwa Mbelengu,0,Lake Tanganyika,Majengo,Kigoma,16,3,Kigoma Rural,Simbo,430,True,GeoData Consultants Ltd,WUG,Nyamoli water project,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
31042,52929,250.0,2013-02-01,Norad,1093,NORAD,30.20410156,-4.77832275,Kwa Dismas,0,Lake Tanganyika,Brenda B,Kigoma,16,2,Kasulu,Rungwe Mpya,980,True,GeoData Consultants Ltd,Water authority,,False,1989,swn 80,swn 80,handpump,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,functional
33656,69890,50.0,2013-02-01,Unicef,-8,Unisef,40.00758306,-10.20665016,Kwa Pius,0,Ruvuma / Southern Coast,Mipande,Mtwara,99,1,Mtwara Rural,Naumbu,100,True,GeoData Consultants Ltd,VWC,Mbuo mkunwa water supply,True,2012,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
7922,8117,20.0,2013-02-01,Lga,717,LGA,39.16282146,-10.60659253,Kiwanjani,0,Ruvuma / Southern Coast,Kusini,Mtwara,90,33,Newala,Chilangala,340,True,GeoData Consultants Ltd,VWC,Mitema,False,2006,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
25950,32124,750.0,2013-02-01,Norad,1269,NORAD,30.1213509,-4.59128139,Kwa Tumvile,0,Lake Tanganyika,Kumbanga,Kigoma,16,2,Kasulu,Rungwe Mpya,300,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1990,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
28124,68241,50.0,2013-02-01,Private,-22,Artisan,39.25790573,-8.49807443,Msikitini 1,0,Ruvuma / Southern Coast,Njia Nne,Lindi,80,13,Kilwa,Tingi,303,False,GeoData Consultants Ltd,,,True,2002,submersible,submersible,submersible,private operator,commercial,pay per bucket,per bucket,salty,salty,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair
48154,15619,0.0,2013-02-01,World Vision,0,SEMA,33.05844262,-4.83164138,Kipendaroho,0,Lake Tanganyika,Kipendaroho,Tabora,14,1,Nzega,Magengati,0,False,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
44055,40602,0.0,2013-02-01,Lga,365,LGA,39.12510805,-10.85421152,Bwamkuu,0,Ruvuma / Southern Coast,Magomeni,Mtwara,90,33,Masasi,Lulindi,60,True,GeoData Consultants Ltd,VWC,,True,2007,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
37391,25630,0.0,2013-02-01,Dwsp,0,DWE,0.0,-2e-08,Chogwa,0,Lake Victoria,Mwasengela A,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
1157,46652,0.0,2013-02-01,World Vision,0,SEMA,33.02165386,-4.83138564,Ilelamhina Shuleni,0,Lake Tanganyika,Ilelamhina Shuleni,Tabora,14,1,Nzega,Magengati,0,True,GeoData Consultants Ltd,VWC,,False,0,nira/tanira,nira/tanira,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
45418,67704,0.0,2013-02-01,Dwsp,0,DWE,0.0,-2e-08,Muungano,0,Lake Victoria,Itubukilo A,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional
35295,22660,0.0,2013-02-01,Lga,380,LGA,39.12943863,-10.86575145,Chilala,0,Ruvuma / Southern Coast,Chilala,Mtwara,90,33,Masasi,Lulindi,60,True,GeoData Consultants Ltd,VWC,,True,2001,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair
7177,34663,0.0,2013-02-01,Government Of Tanzania,-24,DWE,39.25322572,-8.54045889,Godauni,0,Ruvuma / Southern Coast,Mtandango,Lindi,80,13,Kilwa,Tingi,280,True,GeoData Consultants Ltd,,,True,2007,other,other,other,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,other,other,non functional
44074,13949,0.0,2013-02-01,Lga,366,LGA,39.12419669,-10.85570215,Bombani,0,Ruvuma / Southern Coast,Magomeni,Mtwara,90,33,Masasi,Lulindi,69,True,GeoData Consultants Ltd,VWC,,True,2008,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional
5434,37623,2500.0,2013-02-01,Tcrs,1210,TCRS,31.2353937,-6.28405779,Sokoni,0,Lake Rukwa,Mnyaki,Rukwa,15,1,Mpanda,Katumba,500,True,GeoData Consultants Ltd,VWC,,True,1990,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
19755,28107,0.0,2013-02-01,Tcrs,1185,TCRS,31.24849977,-6.27751481,Msikitini,0,Lake Rukwa,Barabara Ya 9,Rukwa,15,1,Mpanda,Katumba,1,True,GeoData Consultants Ltd,Water authority,,True,1985,india mark ii,india mark ii,handpump,water authority,commercial,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
58990,29626,750.0,2013-02-01,Norad,1262,NORAD,30.13439672,-4.5939863,Kwa Rajabu,0,Lake Tanganyika,Kumbanga,Kigoma,16,2,Kasulu,Rungwe Mpya,150,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1990,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
56137,32504,0.0,2013-02-01,Cct,841,Regional Water,39.04725054,-10.58100665,Kwa Mzee Jaribu,0,Ruvuma / Southern Coast,Chiwata,Mtwara,90,33,Newala,Chilangala,1,,GeoData Consultants Ltd,,Mbwinji,False,1978,gravity,gravity,gravity,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,spring,spring,groundwater,communal standpipe multiple,communal standpipe,non functional
16750,14214,30.0,2013-02-01,Tasaf,-38,TASAF,40.106777,-10.27734116,Kwa Bakari Mwenye,0,Ruvuma / Southern Coast,Mtangashari,Mtwara,9,5,Mtwara Urban,Jangwani,432,True,GeoData Consultants Ltd,Water authority,Mtangashari,False,0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
2891,1352,500.0,2013-02-01,Norad,1835,Norad,31.53422331,-7.908784700000001,Kwa Mama Garu,0,Lake Tanganyika,Kibg`Ombe,Rukwa,15,4,Sumbawanga Urban,Ntendo,500,True,GeoData Consultants Ltd,VWC,,True,1991,india mark ii,india mark ii,handpump,vwc,user-group,pay monthly,monthly,soft,good,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
10579,1136,0.0,2013-02-01,Dwsp,0,DWE,0.0,-2e-08,Njia Panda,0,Lake Victoria,Inyonya A,Shinyanga,17,1,Bariadi,Mbita,0,,GeoData Consultants Ltd,WUG,,False,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
34661,41097,0.0,2013-02-01,Sumbawanga Munici,1829,Sumbaw,31.51692756,-7.83932345,Kwa Alkado,0,Lake Rukwa,Mtakuja,Rukwa,15,4,Sumbawanga Urban,Ntendo,890,True,GeoData Consultants Ltd,VWC,,True,2011,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
28022,71479,50.0,2013-02-01,District Council,228,DWE,39.62085611,-10.76165632,Jaika Bomba Tatu,0,Ruvuma / Southern Coast,Majaliwa,Mtwara,9,4,Tandahimba,Tandahimba,600,True,GeoData Consultants Ltd,Water authority,Borehole,True,2001,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
48138,38060,750.0,2013-02-01,Villagers,1292,DWE,30.11969923,-4.58630111,Kwa Petro Lucas,0,Lake Tanganyika,Kiguhu,Kigoma,16,2,Kasulu,Rungwe Mpya,240,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,2005,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
31239,70541,1000.0,2013-02-01,Tcrs,1184,TCRS,31.33385894,-6.29274973,Barabara 8,0,Lake Tanganyika,Iwimbi,Rukwa,15,1,Mpanda,Katumba,250,True,GeoData Consultants Ltd,VWC,,True,1990,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional
55513,40728,0.0,2013-02-01,Mdrdp,1921,MDRDP,35.26869434,-4.01540691,Kwa Prosper Joseph,0,Internal,Dirim Magharibi,Manyara,21,3,Mbulu,Bashay,249,True,GeoData Consultants Ltd,VWC,,True,1993,other,other,other,vwc,user-group,never pay,never pay,soft,good,enough,enough,shallow well,shallow well,groundwater,other,other,non functional
3899,44949,0.0,2013-02-01,Finw,346,FinW,39.52315923,-10.58710663,Kwa Chinamwaka,0,Ruvuma / Southern Coast,Mhoro,Mtwara,9,4,Tandahimba,Mkonjowano,300,True,GeoData Consultants Ltd,Water Board,Borehole,True,1982,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,dry,dry,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,non functional
37342,3567,0.0,2013-02-01,Fin Water,398,FIN WATER,38.68885735,-10.82164232,Kwa Mbeche,0,Ruvuma / Southern Coast,Nepingo,Mtwara,90,63,Nanyumbu,Mikangaula,88,True,GeoData Consultants Ltd,VWC,,True,1978,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,milky,milky,dry,dry,shallow well,shallow well,groundwater,hand pump,hand pump,non functional
31356,19842,750.0,2013-02-01,Norad,1290,NORAD,30.12443243,-4.59165446,Kwa Refu,0,Lake Tanganyika,Kumbanga,Kigoma,16,2,Kasulu,Rungwe Mpya,140,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1990,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional
37341,8433,50.0,2013-02-01,Unicef,-1,Unisef,40.06638661,-10.20739434,Shuleni,0,Ruvuma / Southern Coast,Bohali,Mtwara,99,1,Mtwara Rural,Naumbu,200,True,GeoData Consultants Ltd,VWC,Mbuo mkunwa water supply,True,2004,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
29807,28434,0.0,2013-02-01,Norad,1782,Norad,31.58324863,-7.89625911,Kwa Mlungu,0,Lake Rukwa,Kasisiwe,Rukwa,15,4,Sumbawanga Urban,Senga,700,True,GeoData Consultants Ltd,VWC,Mradi wa maji wa senga,True,1982,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,dry,dry,river,river/lake,surface,communal standpipe,communal standpipe,non functional
30500,961,0.0,2013-02-01,Dwsp,0,DWE,0.0,-2e-08,Goleha,0,Lake Victoria,Songambele,Shinyanga,17,1,Bariadi,Sakwe,0,,GeoData Consultants Ltd,WUG,,False,0,swn 80,swn 80,handpump,wug,user-group,unknown,unknown,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
5006,6618,50.0,2013-02-01,Finw,247,DWE,39.62672348,-10.75726557,Kwa Fatuma,0,Ruvuma / Southern Coast,Tandahimba Kati,Mtwara,9,4,Tandahimba,Tandahimba,1,True,GeoData Consultants Ltd,Water Board,Borehole,True,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
853,23465,0.0,2013-02-01,Lga,353,LGA,39.12516209,-10.87275281,Shuleni,0,Ruvuma / Southern Coast,Mnyakatu,Mtwara,90,33,Masasi,Lulindi,65,True,GeoData Consultants Ltd,VWC,,True,2012,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,other,other,functional needs repair
13331,30524,750.0,2013-02-01,Norad,1303,NORAD,30.11198379,-4.59080109,Kwa Gwimo,0,Lake Tanganyika,Kibagwe,Kigoma,16,2,Kasulu,Rungwe Mpya,230,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1990,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
53093,27681,0.0,2013-02-01,Government Of Tanzania,13,DWE,39.2526328,-8.50682403,Tanki La Shule,0,Ruvuma / Southern Coast,Tingi,Lindi,80,13,Kilwa,Tingi,323,False,GeoData Consultants Ltd,,,True,1996,other,other,other,other,other,never pay,never pay,soft,good,dry,dry,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,non functional
36662,68181,250.0,2013-02-01,Villagers,1354,DWE,30.10249641,-4.59380244,Kwa Ndijuye,0,Lake Tanganyika,Buseko,Kigoma,16,2,Kasulu,Rungwe Mpya,840,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1999,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
3744,51593,0.0,2013-02-01,Government Of Tanzania,-10,DWE,39.25866877,-8.50254905,Tanki La Shule,0,Ruvuma / Southern Coast,Njia Nne,Lindi,80,13,Kilwa,Tingi,550,False,GeoData Consultants Ltd,,,True,2012,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,seasonal,seasonal,rainwater harvesting,rainwater harvesting,surface,other,other,non functional
52651,39672,3000.0,2013-02-01,Tcrs,1212,TCRS,31.27043703,-6.33778612,Barabara 3,0,Lake Rukwa,Katumba,Rukwa,15,1,Mpanda,Katumba,450,True,GeoData Consultants Ltd,VWC,,True,1985,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair
30654,40556,0.0,2013-02-01,Lga,247,LGA,39.0199866,-10.95684509,Kanisani,0,Ruvuma / Southern Coast,Bondeni,Mtwara,90,33,Masasi,Mbuyuni,1,True,GeoData Consultants Ltd,VWC,,True,1982,india mark ii,india mark ii,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,machine dbh,borehole,groundwater,hand pump,hand pump,non functional
35035,72826,3000.0,2013-02-01,Mdrdp,1940,MDRDP,35.26950395,-4.00452959,Kwa Mohee Slaa,0,Internal,Dambiya,Manyara,21,3,Mbulu,Bashay,155,True,GeoData Consultants Ltd,VWC,,True,1993,other - swn 81,other handpump,handpump,vwc,user-group,pay annually,annually,soft,good,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
29590,43812,250.0,2013-02-01,Norad,1320,NORAD,30.10407023,-4.58891767,Kwa Ndamnyazwa,0,Lake Tanganyika,Buseko,Kigoma,16,2,Kasulu,Rungwe Mpya,470,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1989,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
54588,64881,0.0,2013-02-01,Rwssp,0,DWE,32.58010752,-3.54938049,Buchambage,0,Lake Victoria,Buchambage,Shinyanga,17,3,Kahama,Chela,0,True,GeoData Consultants Ltd,,,True,0,nira/tanira,nira/tanira,handpump,wug,user-group,unknown,unknown,milky,milky,seasonal,seasonal,shallow well,shallow well,groundwater,hand pump,hand pump,functional
52504,36437,50.0,2013-02-01,Unicef,-4,Unisef,40.06664352,-10.20970596,Kwa Amad Mpenja,0,Ruvuma / Southern Coast,Bondeni,Mtwara,99,1,Mtwara Rural,Naumbu,150,True,GeoData Consultants Ltd,VWC,Mbuo mkunwa water supply,True,2004,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional
31284,36949,50.0,2013-02-01,Finw,245,DWE,39.61134294,-10.76170223,Shangani,0,Ruvuma / Southern Coast,Shangani,Mtwara,9,4,Tandahimba,Tandahimba,450,True,GeoData Consultants Ltd,Water Board,Borehole,True,2000,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,seasonal,seasonal,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional
20031,25813,150.0,2013-02-01,Norad,845,DWE,29.76350987,-4.96097056,Kwa Kubembeni,0,Lake Tanganyika,Stendi,Kigoma,16,3,Kigoma Rural,Simbo,480,True,GeoData Consultants Ltd,WUG,Nyamoli water project,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
45024,72066,0.0,2013-02-01,Unicef,328,UNICEF,38.63096654,-10.84876831,Bombani,0,Ruvuma / Southern Coast,Bombani,Mtwara,90,63,Nanyumbu,Mikangaula,120,True,GeoData Consultants Ltd,VWC,,True,1978,nira/tanira,nira/tanira,handpump,vwc,user-group,never pay,never pay,salty,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
40245,58881,250.0,2013-02-01,Norad,1357,NORAD,30.10019223,-4.59181152,Kwa Kk,0,Lake Tanganyika,Buseko,Kigoma,16,2,Kasulu,Rungwe Mpya,1200,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1989,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
46844,32037,0.0,2013-02-01,Lifetime,-15,Artisan,39.25882778,-8.50246789,Shuleni,0,Ruvuma / Southern Coast,Njia Nne,Lindi,80,13,Kilwa,Tingi,550,False,GeoData Consultants Ltd,,,True,2010,afridev,afridev,handpump,other,other,never pay,never pay,salty abandoned,salty,enough,enough,shallow well,shallow well,groundwater,hand pump,hand pump,functional
4015,3829,750.0,2013-02-01,Norad,1279,NORAD,30.11783384,-4.593732599999999,Kwa Mwakaniki,0,Lake Tanganyika,Kiguhu,Kigoma,16,2,Kasulu,Rungwe Mpya,170,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1990,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
51928,18968,150.0,2013-02-01,Norad,854,DWE,29.77305563,-4.95815601,Ccm,0,Lake Tanganyika,Mtakuja,Kigoma,16,3,Kigoma Rural,Simbo,390,True,GeoData Consultants Ltd,WUG,Nyamoli water project,True,1984,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,non functional
51222,21317,250.0,2013-02-01,Norad,1306,NORAD,30.10915447,-4.59666836,Kwa Butati,0,Lake Tanganyika,Nyantare,Kigoma,16,2,Kasulu,Rungwe Mpya,580,True,GeoData Consultants Ltd,Water authority,Mgandazi,True,1989,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,non functional
58004,33588,0.0,2013-02-01,Rwssp,0,DWE,32.5761455,-3.51179854,Bukumbi,0,Lake Victoria,Bukumbi,Shinyanga,17,3,Kahama,Chela,0,,GeoData Consultants Ltd,,,False,0,nira/tanira,nira/tanira,handpump,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,shallow well,shallow well,groundwater,hand pump,hand pump,functional
48102,49010,0.0,2013-02-01,Government Of Tanzania,0,DWE,33.18094621,-4.68500919,Mwapu,0,Lake Tanganyika,Mwapu,Tabora,14,1,Nzega,Puge,0,False,GeoData Consultants Ltd,VWC,,False,0,other,other,other,vwc,user-group,never pay,never pay,soft,good,seasonal,seasonal,shallow well,shallow well,groundwater,other,other,non functional
41188,62517,2000.0,2013-02-01,Tcrs,1201,TCRS,31.24185974,-6.28418038,Barabara 1,0,Lake Rukwa,Mnyaki,Rukwa,15,1,Mpanda,Katumba,1000,True,GeoData Consultants Ltd,VWC,,True,1990,india mark ii,india mark ii,handpump,vwc,user-group,pay when scheme fails,on failure,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,hand pump,hand pump,functional needs repair
